ingredients,title_directions
"'2 cups all-purpose flour', '1 cup white sugar', '2 teaspoons ground cinnamon', '2 teaspoons baking powder', '1 teaspoon baking soda', '1/2 teaspoon salt', '1/4 teaspoon ground cloves', '2 eggs', '1 cup vegetable oil', '2 cups applesauce', '1/2 cup chopped walnuts', '1/2 cup raisins', '1/2 cup brown sugar', '1 cup chopped walnuts', '1 cup chocolate chips'","""Grandma's Wonderful Picnic Cake""'Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking pan.', 'Whisk flour, white sugar, cinnamon, baking powder, baking soda, salt, and ground cloves together in a bowl. Beat eggs and vegetable oil in a separate large bowl until creamy; mix applesauce into egg mixture. Add dry ingredients to wet ingredients; stir until batter is smooth. Fold 1/2 cup walnuts and raisins into batter. Pour into prepared baking pan.', 'Mix brown sugar, 1 cup walnuts, and chocolate chips together in a bowl; spread over the cake.', 'Bake in the preheated oven until a knife inserted into the center of the cake comes out clean, 30 to 35 minutes.'"
"'1 cup raisins', '1 1/2 cups water', '1 egg', '2 cups all-purpose flour', '1 cup white sugar', '1 teaspoon baking soda', '1 teaspoon ground cinnamon', '1 teaspoon ground nutmeg', '1 teaspoon ground cloves', '3 teaspoons boiling water', '1/2 teaspoon vanilla extract', '1/2 cup butter, melted', ""1 cup confectioners' sugar"", '1/3 cup milk', '1 teaspoon ground cinnamon'","""Grandmother's Boiled Raisin Cake""'Heat oven to 325 degrees(165 degrees C). Grease a 9 x 5 inch pan. Set aside.', 'In 3 quart saucepan, boil raisins slowly  water until there is 1 cup of water left and the raisins are plump.  Allow mixture to cool.', 'Stir in  sugar and egg. Mix spices with boiling water and add to raisin mixture. Add flour, soda, vanilla and last, the melted shortening. Blend well. Pour into loaf pan.', 'Bake for 40 to 50 minutes.  When cool make glaze by mixing confectioners sugar, ground cinnamon, and milk. Spread on top of cooled cake.'"
"'1 (18.25 ounce) package yellow cake mix', '1 (3.5 ounce) package instant vanilla pudding mix', '3/4 cup vegetable oil', '3/4 cup water', '4 eggs', '1 teaspoon butter flavored extract', '1 teaspoon vanilla extract'","""Grandmother's Pound Cake I""'Preheat oven to 350 degrees F (175 degrees C). Grease and flour 9x13 inch pan.', 'In a large bowl, combine cake mix, pudding mix, oil and water. Beat until moistened. Add eggs and beat well. Add flavorings. Beat 6 to 8 minutes on medium high speed. Batter will be very thick.', 'Pour into prepared pan and bake at 350 degrees F (175 degrees C) for 40 to 45 minutes or until tester comes out clean.'"
"'2 cups butter', '3 cups white sugar', '6 eggs', '4 cups all-purpose flour', '2/3 cup milk'","""Grandmother's Pound Cake II""'Preheat oven to 350 degrees F (175 degrees C). Grease 3 - 8x4 inch loaf pans, then line with parchment paper.', 'In a large bowl, cream together the butter and sugar until light and fluffy. Beat in the eggs one at a time.  Beat in the flour alternately with the milk, mixing just until incorporated.', 'Pour batter evenly into prepared loaf pans. Bake in the preheated oven for 70 minutes, or until a toothpick inserted into the center of the cakes comes out clean.  After removing them from the oven, immediately loosen cake edges with a knife.  Allow to cool in pans for 10 minutes, then remove from the pans.  Strip off the parchment paper and cool completely on wire racks.'"
"'2 cups all-purpose flour', '2 cups white sugar', '3/4 cup unsweetened cocoa powder', '2 teaspoons baking soda', '1 teaspoon baking powder', '1 pinch salt', '1 cup milk', '1/2 cup vegetable oil', '1 teaspoon vanilla extract', '1 cup hot, brewed coffee', '2 eggs'","""Grandpop's Special Chocolate Cake""'In a large bowl, sift together flour, sugar, cocoa, baking powder, soda, and salt.', 'Add oil, milk, vanilla, coffee, and eggs; beat well.  Batter will be thin.  Pour into two 9 inch greased and floured round pans.', 'Bake at  325 degrees F (165 degrees C) for 25 minutes, or when top springs back when done.  Cool layers on wire racks.'"
"'2 eggs', '1 (20 ounce) can crushed pineapple with juice', '2 cups all-purpose flour', '1 cup white sugar', '1 teaspoon baking soda', '1 teaspoon salt', '1 teaspoon vanilla extract', '1/2 cup packed light brown sugar', '1/2 cup chopped walnuts', '1/2 cup butter', '1/2 cup white sugar', '1/2 cup evaporated milk', '1 teaspoon vanilla extract'","""Granny Cake I""'Preheat oven to 350 degrees F (175 degrees C).', 'Mix the eggs, undrained crushed pineapple, flour, 1 cup of the white sugar, baking soda, salt, and 1 teaspoon of the vanilla together and stir until just combined. Pour batter into one ungreased 9x13 inch baking pan.', 'Combine the light brown sugar and the chopped nuts. Sprinkle over the top of the cake batter. Bake in preheated oven for 25 to 35 minutes or until cake tests done. Remove cake from oven and pour topping over hot cake.', 'To Make Topping: In a small saucepan combine the butter or margarine, the evaporated milk, the remaining 1/2 cup of the white sugar, and 1 teaspoon of the vanilla. Cook over medium low heat, stirring occasionally until sugar is dissolved. Mixture will be thin. Pour over hot cake.'"
"'2 eggs', '1 cup white sugar', '1 (20 ounce) can crushed pineapple, with juice', '2 cups cake flour', '1 teaspoon baking soda', '1 cup brown sugar', '1/2 cup butter', '3/4 cup evaporated milk', '1 cup white sugar', '1 teaspoon vanilla extract'","""Granny Cake II""'Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch pan. Sift together the flour and baking soda; set aside.', 'In a large bowl, combine eggs, 1 cup white sugar and pineapple with juice. Beat in the flour mixture. Pour into prepared pan. sprinkle brown sugar over top of batter.', 'Bake in the preheated oven for 40 to 45 minutes, or until a toothpick inserted into the center of the cake comes out clean. Remove from oven and prick top with a fork. Pour on topping while still hot.', 'To make the topping:  To Make Topping: In a small saucepan combine the butter, evaporated milk, 1 cup white sugar, and 1 teaspoon vanilla. Cook over medium low heat, stirring occasionally until sugar is dissolved. Mixture will be thin. Pour over hot cake.'"
"'2 cups white sugar', '1 cup butter, softened', '5 eggs', '1/4 cup cold brewed coffee', '2 tablespoons unsweetened cocoa powder', '1 cup buttermilk', '1 teaspoon baking soda', '2 1/2 cups all-purpose flour', '1 cup butter, softened', ""1 (16 ounce) package confectioners' sugar, sifted"", '1/4 cup cold brewed coffee', '1/4 cup unsweetened cocoa powder', '2 teaspoons vanilla extract'","""Granny's Mahogany Cake and Frosting""'Preheat oven to 350 degrees F (175 degrees C). Lightly grease and flour three 9 inch round cake pans.', 'Place the sugar and butter in a mixing bowl, and beat until light colored and smooth. Beat in the eggs one at a time. Stir the coffee and cocoa into the egg mixture until well blended. Measure the buttermilk, and remove 1 tablespoon, placing it in a separate small bowl, and set aside. Stir the remaining buttermilk into the egg mixture, beating until smooth.', 'Stir the baking soda into 1 tablespoon buttermilk until smooth, and mix into the egg mixture. Stir in the flour, beating until smooth. Pour the batter evenly into the prepared cake pans.', 'Bake in preheated oven until a toothpick or small knife inserted into the center comes out clean, about 30 minutes. Remove from the oven, and cool in the pans about 15 minutes before turning out onto a wire rack to cool completely.', ""To make the frosting, beat 1 cup butter until smooth and creamy. Gradually sift in the confectioners' sugar, and beat until smooth. Stir in the coffee, cocoa, and vanilla until well blended."", 'Place one cake layer on a serving plate. Spread top with about 1/5 frosting. Place the second layer on top of the first, and frost. Repeat with the third layer. Use remaining frosting to frost top and sides.'"
"'4 cups diced rhubarb', '¼ cup white sugar', '1\u2009½ cups brown sugar', '1 cup sour cream', '½ cup butter, softened', '1  egg', '1 teaspoon vanilla extract', '2\u2009½ cups all-purpose flour', '1 teaspoon baking soda', '1 tablespoon white sugar, or to taste', '1 pinch ground nutmeg, or to taste'","""Granny's Rhubarb Cake""'Preheat oven to 350 degrees F (175 degrees C).', 'Spread rhubarb out into the bottom of a cake pan; sprinkle 1/4 cup white sugar over the top.', 'Beat brown sugar, sour cream, butter, egg, and vanilla extract together in a bowl with an electric mixer until smooth and creamy. Add flour and baking soda; mix until batter is just combined. Pour batter over rhubarb; top with 1 tablespoon white sugar and nutmeg.', 'Bake in the preheated oven until a toothpick inserted into the center of the cake comes out clean, about 1 hour.'"
"'2 cups all-purpose flour', '2 teaspoons baking powder', '1 1/2 teaspoons cinnamon', '1 teaspoon baking soda', '1/2 teaspoon ground nutmeg', '1/2 teaspoon ground ginger', '1/2 cup Heinz Tomato Ketchup', '1/2 cup water', '2 tablespoons red food colouring', '3/4 cup butter, softened', '1 1/2 cups packed dark brown sugar', '2 eggs', 'Frosting', '6 ounces brick-style cream cheese, softened', '3/4 cup butter, softened', '1 teaspoon vanilla extract', '4 cups icing sugar'","""Great Canadian Heinz® Ketchup Cake""'Preheat the oven to 350 degrees F (180 degrees C). Grease two 9-inch (23 cm) round cake pans and line the bottoms with parchment paper. Stir the flour with the baking powder, cinnamon, baking soda, nutmeg and ginger into a bowl. Stir the ketchup, water and colouring in a separate bowl. Set aside.', 'Beat the butter and blend in the sugar in a large bowl until smooth. Beat in the eggs. Add the flour mixture and ketchup mixture. Beat on low, scraping down the bowl as needed, until combined. Increase the speed to medium-high and beat for 1 minute. Divide the batter evenly between the prepared pans. Bake for 30 minutes or until the centre springs back when touched lightly. Cool the cakes for 15 minutes before turning onto a rack to cool completely.', 'Frosting: Beat the cream cheese, butter and vanilla on medium speed for 2 minutes or until smooth. Gradually beat in the sugar on low, scraping the bowl as needed. Beat on high until fluffy. Frost between the cake layers and over the sides and top of the cake. Makes 12 servings.'"
"'14 ounces bittersweet chocolate', '3 1/3 tablespoons butter', '4 eggs', '1 1/2 tablespoons all-purpose flour', '1 teaspoon water'","""Great Chocolate Cake""'Preheat oven to 400 degrees F ( 200 degrees C). Grease and flour one 9 inch round pan.', 'Bring eggs to room temperature and separate.', 'Melt dark chocolate and butter or margarine over low heat.', 'Beat egg yolks, flour, and water.  Add the chocolate mixture.  Beat the egg whites, and fold into the chocolate batter.', 'Pour into prepared pan, and bake for 20 to 30 minutes.'"
"'1 cup all-purpose flour', '1 1/2 teaspoons baking powder', '1/4 teaspoon salt', '1/2 teaspoon ground cinnamon', '1 teaspoon orange zest', '3/4 cup butter', '3/4 cup white sugar', '3 eggs', '1/4 cup milk', '1 cup chopped walnuts', '1 cup white sugar', '1 cup honey', '3/4 cup water', '1 teaspoon lemon juice'","""Greek Honey Cake""'Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9 inch square pan. Combine the flour, baking powder, salt, cinnamon and orange rind. Set aside.', 'In a large bowl, cream together the butter and 3/4 cup sugar until light and fluffy. Beat in the eggs one at a time.  Beat in the flour mixture alternately with the milk, mixing just until incorporated. Stir in the walnuts.', 'Pour batter into prepared pan. Bake in the preheated oven for 40 minutes, or until a toothpick inserted into the center of the cake comes out clean. Allow to cool for 15 minutes, then cut into diamond shapes.  Pour honey syrup over the cake.', 'For the Honey Syrup:      In a saucepan, combine honey, 1 cup sugar and water.  Bring to a simmer and cook 5 minutes.  Stir in lemon juice, bring to a boil and cook for 2 minutes.'"
"'3 cups cake flour', '1 teaspoon baking soda', '1/4 teaspoon salt', '6 eggs', '2 cups white sugar', '1 cup butter, softened', '2 teaspoons grated lemon zest', '2 tablespoons lemon juice', '1 cup plain yogurt'","""Greek Lemon Cake""'Preheat oven to 350 degrees F (175 degrees C). Grease one 10 inch tube pan.', 'Sift the flour, baking soda, and salt together. Set mixture aside.', 'Separate the eggs. In a large bowl beat the egg whites until soft peaks form. Gradually add 1/2 cup of the sugar, beating until stiff glossy peaks form. Set aside.', 'Cream butter or margarine, 1 1/2 cups sugar, egg yolks, lemon zest, and lemon juice together until fluffy. Add flour mixture alternately with the yogurt to the egg yolk mixture. Gently fold in the egg whites and pour the batter into the prepared pan.', 'Bake at 350 degrees F (175 degrees C) for 50 to 60 minutes. Let cake cool in pan for 10 minutes, then turn out onto a rack to finish cooling. Serves 12.'"
"'1 (18.25 ounce) package yellow cake mix', '1 (20 ounce) can crushed pineapple', '1 (3.4 ounce) package instant pistachio pudding mix', '1 (8 ounce) container frozen whipped topping, thawed'","""Green Cake""'Make cake mix as directed on box except that in the place of water put pineapple juice.  Bake according to the cake mix directions and take right from oven and place in freezer. Cake is ready to frost when cool on the bottom to touch.', 'Mix crushed pineapple, instant pistachio pudding, and whipped topping together with a spoon, do not use an electric mixer. Frost cake and refrigerate for at least one hour.  You must keep this cake refrigerated until ready to serve and then also keep any leftovers refrigerated.'"
"'3 eggs', '3/4 cup white sugar', '1 tablespoon honey, or to taste', '3/4 cup all-purpose flour', '1 teaspoon baking powder', '1 tablespoon green tea powder (matcha)', '1/4 cup cold water'","""Green Tea Cake""'Preheat oven to 350 degrees F (175 degrees C).', 'Beat eggs together in a bowl using an electric mixer on medium speed until volume doubles or triples, about 7 minutes. In the following order, add sugar, honey, flour, baking powder, green tea powder, and water to eggs, beating 15 to 30 seconds before each addition. Pour batter into a 9-inch cake pan.', 'Bake in the preheated oven until a toothpick inserted in the center comes out clean, 25 to 30 minutes.'"
