title,ingredients
A-Number-1 Banana Cake,"['all-purpose flour', 'baking soda', ' salt', 'unsalted butter', 'white sugar', 'light brown sugar', '', 'bananas, mashed', 'buttermilk', 'chopped walnuts']"
A Plus Carrot Cake,"['all-purpose flour', 'baking powder', 'baking soda', ' salt', 'ground cinnamon', 'ground nutmeg', 'allspice', '', 'white sugar', 'vanilla extract', 'vegetable oil', 'grated carrots', ' can crushed pineapple, drained', 'sweetened flaked coconut', 'chopped walnuts', 'raisins']"
A Very Moist Carrot Cake,"['vegetable oil', 'white sugar', '', 'all-purpose flour', 'baking powder', 'baking soda', 'ground cinnamon', ' salt', 'grated carrots']"
Aargau Carrot Cake,"['', 'white sugar', 'grated lemon zest', 'fresh lemon juice', 'grated carrots', 'ground almonds', 'all-purpose flour', 'baking powder', ' salt', confectioners' sugar, 'lemon juice']"
Absolutely Delicious 'Scratch' Cake!,"[' package yellow cake mix', 'ricotta cheese', '', 'vanilla extract', 'ground cinnamon', ' package frozen whipped topping, thawed']"
Adam's Apple Cake,"['cooking spray', 'all-purpose flour', 'white sugar', 'vegetable oil', '', ' salt', 'baking soda', 'vanilla extract', 'ground cinnamon', '- peeled, cored  chopped']"
Alabama Mud Cake,"[' can crushed pineapple, with juice', ' can cherry pie filling',  package devil's food cake mix, 'chopped pecans', 'mint chocolate chips', 'butter, sliced']"
Alaska Sheet Cake,"['all-purpose flour, plus', 'all-purpose flour', ' salt', 'butter', 'water', '', 'white sugar', 'buttermilk', 'baking soda', 'baking powder', 'vanilla extract', 'almond extract ', 'Icing:', 'butter', 'milk',  package confectioners' sugar, sifted, 'chopped pecans', 'vanilla extract']"
Alice's Easy Blueberry Cake,"['all-purpose flour', 'white sugar', 'baking powder', ' salt', 'milk', 'vegetable oil', ', beaten', 'vanilla extract', 'fresh blueberries', 'all-purpose flour, or as needed', 'butter, melted', 'white sugar, or more to taste']"
All-American Flag Cake,"[' package yellow cake mix', 'water', 'vegetable oil', '', ' package strawberry-flavored Jell-O® mix', 'boiling water', ' package instant vanilla pudding mix', 'milk', 'frozen whipped topping, thawed', 'fresh blueberries', 'frozen whipped topping, thawed', 'fresh blueberries', 'sliced fresh strawberries', 'miniature marshmallows']"
Allie's Awesome Easy Spice Cake,"['all-purpose flour', 'white sugar', 'baking soda', 'ground cinnamon', ' salt', 'ground nutmeg', 'ground cloves', ' can apple pie filling', '', 'vegetable oil', 'vanilla extract', 'chopped walnuts']"
Almond and Pear Cake,"['pear, ', 'amaretto liqueur', 'sliced blanched almonds', 'white sugar, ', 'unsalted butter, softened', ' eggs', 'vanilla extract', 'all-purpose flour', ' salt']"
Almond Cherry Tres Leches Cake,"['Cake:', 'all-purpose flour', 'baking powder', ' salt', 'unsalted butter, softened', 'granulated sugar', ' eggs', 'almond extract', ' can pitted cherries in syrup, thoroughly drained', 'Tres Leches Mixture:', 'heavy cream', ' can sweetened condensed milk', ' can evaporated milk', 'Icing:', 'heavy cream, chilled', 'powdered sugar', 'almond extract', 'chopped almonds, toasted']"
Almond Crunch Pound Cake,"['Topping:', 'slivered almonds', 'white sugar', 'unsalted butter', 'milk', 'Cake:', 'all-purpose flour', 'cream of tartar', ' salt', 'unsalted butter, softened', 'almond paste', 'white sugar', ', ', 'fresh lemon juice', 'lemon zest', 'vanilla extract', 'all-purpose flour']"
Almond Joy® Cake,"['cooking spray', 'chocolate cake mix ', 'water', '', 'vegetable oil', 'evaporated milk', 'white sugar', 'marshmallows', ' bag shredded coconut', 'evaporated milk', 'butter', 'white sugar', 'chocolate chips', 'whole almonds']"
Almond Lemon Cake,"['whites', 'cream of tartar', 'white sugar', 'butter, softened', 'grated lemon zest', 'lemon juice', 'sour cream', 'vanilla extract', 'all-purpose flour', 'baking powder', ' salt', 'finely chopped blanched almonds']"
Almond Orange Streusel Coffee Cake,"['Streusel:', 'packed brown sugar', 'sliced almonds', 'all-purpose flour', 'butter, melted', 'freshly grated orange zest', 'Cake:', 'butter, softened', 'white sugar', '', 'freshly grated orange zest', 'vanilla extract', 'all-purpose flour', 'baking powder', 'baking soda', 'orange juice', 'Glaze:', 'orange juice', confectioners' sugar]"
Almond Pound Cake,"['butter, softened', 'white sugar', ', ', 'all-purpose flour', ' salt', 'almond extract', 'almond paste', confectioners' sugar, 'milk', 'blanched almonds', 'red food coloring', 'green food coloring']"
Almond Puff Cake,"['butter', ' salt', 'water', 'blanched slivered almonds', 'all-purpose flour', '', 'heavy cream', confectioners' sugar, 'vanilla extract', 'almond extract']"
Almond Rhubarb Coffee Cake,"['packed brown sugar', 'vegetable oil', '', 'vanilla extract', 'all-purpose flour', ' salt', 'baking soda', 'milk', 'rhubarb, chopped', 'sliced almonds', 'white sugar', 'butter, melted', 'sliced almonds']"
Almond Rum Cake,"['', 'cream of tartar', 'butter, softened', 'white sugar', 'vanilla extract', 'almond extract', 'lemon zest', 'lemon juice', 'milk', 'all-purpose flour', 'baking powder', 'baking soda', 'finely chopped blanched almonds', 'dark rum']"
Amalgamation Cake I,"['white sugar', 'butter', 'buttermilk', 'baking soda', 'all-purpose flour', 'chopped walnuts', 'raisins', 'flaked coconut', 'ground cloves', 'ground cinnamon', 'any flavor fruit jam', 'whites', 'evaporated milk', 'white sugar', 'yolks', 'butter', 'chopped walnuts', 'raisins', 'flaked coconut']"
Amalgamation Cake II,"[' package white cake mix', 'yolks', 'all-purpose flour', 'white sugar', 'butter', 'chopped walnuts', 'chopped pecans', 'raisins', ' package flaked coconut', 'white sugar', 'hot water', 'whites']"
Amaretto Cake,"[' package yellow cake mix', '', ' package instant vanilla pudding mix', 'amaretto liqueur', 'water', 'vegetable oil', 'almond extract', 'amaretto liqueur', sifted confectioners' sugar]"
Amaretto Cream Cake,"[' package yellow cake mix', '', 'buttermilk', '¼ cup amaretto liqueur', '¼ cup vegetable oil', ' can apricot halves, drained', '⅔ cup amaretto liqueur', ' packages cream cheese', 'amaretto liqueur', sifted confectioners' sugar]"
Amazin' Raisin Cake,"['all-purpose flour', 'white sugar', 'mayonnaise', 'milk', '', 'baking soda', 'ground cinnamon', 'ground nutmeg', ' salt', 'ground cloves', 'apple - peeled, cored,  chopped', 'raisins', 'coarsely chopped walnuts', 'heavy cream', confectioners' sugar]"
Amazing Apple Cake,"['white sugar', 'all-purpose flour', 'ground cinnamon', 'baking soda', '', 'vegetable oil', 'vanilla extract', 'chopped walnuts', 'chopped apples']"
Amazing Chocolate Beet Cake,"[' can sliced beets, drained liquid reserved', 'white sugar', '', 'olive oil', 'vanilla extract', 'all-purpose flour', 'unsweetened cocoa powder', 'baking soda', ' salt', 'chocolate chips']"
Amazing Chocolate Quinoa Cake!,"['cold cooked quinoa', 'melted butter', '', 'milk', 'vanilla extract', 'white sugar', 'cocoa powder', 'baking powder', 'baking soda', ' salt', 'chocolate chips', 'chopped pecans ']"
Amazing Corn Cake,"[' can cream-style corn', '½ cup packed brown sugar', '¾ cup white sugar', '', 'vegetable oil', 'baking powder', '¼ cups all-purpose flour', 'baking soda', ' salt', 'ground cinnamon', '½ cup raisins', '½ cup chopped walnuts']"
Amazing Pecan Coffee Cake,"['all-purpose flour', ' salt', 'baking powder', 'butter, softened', 'sour cream', 'white sugar', '', 'vanilla extract', 'brown sugar', 'chopped pecans', 'ground cinnamon', 'butter, melted']"
Amazing Slow Cooker Chocolate Cake,"['white sugar', '¾ cups all-purpose flour', '¾ cup unsweetened cocoa powder', '½ teaspoons baking soda', '½ teaspoons baking powder', ' salt', '', 'milk', '½ cup vegetable oil', 'vanilla extract', 'boiling water']"
Amazing Strawberry Pound Cake,"['butter', 'white sugar', '', 'vanilla extract', 'ground almonds', 'all-purpose flour', 'milk', 'quartered strawberries', 'water']"
Amazingly Easy Banana Cake,"['-ripe bananas, mashed', ' package cream cheese, softened', 'vegetable oil', ' package cake mix with cy bits , or more to taste']"
Ambrosia Cake,"['shortening', 'white sugar', 'sifted cake flour', 'baking powder', ' salt', 'milk', 'flaked coconut', 'vanilla extract', 'whites', 'white sugar', 'cornstarch', 'butter', 'yolk, beaten', 'flaked coconut', 'orange zest', 'orange juice', 'lemon juice', 'white sugar', 'light corn syrup', 'water', 'whites', 'almond extract']"
American Flag Cake,"[' packages white cake mix', 'whites', 'vegetable oil', 'whole milk', 'clear vanilla extract', 'red food coloring', 'blue food coloring', 'white chocolate chips', 'fluffy white frosting', 'white chocolate chips, or as needed', 'white sugar, or as needed', '-inch round paper or cardboard stencil']"
Amish Cake,"['all-purpose flour', 'white sugar', 'baking powder', ', beaten', 'vanilla extract', ' can crushed pineapple with juice', 'chopped walnuts']"
Amish Friendship Cake,"['active dry yeast', 'ounce warm water', 'white sugar', 'distilled white vinegar', ' salt', 'all-purpose flour', 'milk', 'sourdough starter', 'vegetable oil', 'baking powder', 'baking soda', '', 'white sugar', 'all-purpose flour', ' salt', 'vanilla extract', 'chopped walnuts']"
Angel Cake Surprise,"[' angel food cake', ' package strawberry flavored Jell-O®', ' can sliced peaches', '', ' package instant vanilla pudding mix', ' container frozen whipped topping, thawed', ' can crushed pineapple, drained']"
Angel Food Cake and Strawberry Cream Roll,"[confectioners' sugar, ' package angel food cake mix ', 'cold water', 'fresh strawberries, sliced', confectioners' sugar, 'heavy whipping cream', confectioners' sugar, 'red food coloring, or as needed', 'strawberries']"
Angel Food Cake I,"['cake flour', 'white sugar', ' salt', 'egg whites', 'cream of tartar', 'vanilla extract', 'almond extract']"
Angel Food Cake II,"['sifted cake flour', confectioners' sugar, 'egg whites', ' salt', 'cream of tartar', 'vanilla extract', 'almond extract', 'white sugar', confectioners' sugar, 'butter, softened', 'cream', 'vanilla extract']"
Angel Food Cake III,"['cake flour', 'white sugar', 'whites', 'vanilla extract', 'cream of tartar', ' salt']"
Angel Food Cake with Toasted Almonds,"[confectioners' sugar, 'cake flour', 'egg whites, ', ' salt', 'cream of tartar', 'vanilla extract', 'almond extract', 'white sugar', 'chopped toasted almonds']"
Angel Food Ice Cream Cake,"[' prepared angel food cake', 'ice cream']"
Angel Food Refrigerator Cake,"[' container whipped topping , thawed', ' containers lemon yogurt', ' package instant vanilla pudding mix', ' angel food cake']"
Anne's Low-Sugar Chocolate Cake,"['unsweetened cocoa powder', 'boiling water', 'cake flour', 'baking soda', 'baking powder', 'ground cinnamon', ' salt', 'margarine', 'granular sucrolose sweetener', 'vanilla extract', 'cold water', 'whites', 'cream of tartar', 'white sugar']"
Anniversary Cake,"['sifted cake flour', 'baking powder', ' salt', 'whites', 'white sugar', 'shortening', 'milk', 'vanilla extract']"
Ann's Chocolate Chip Carrot Cake Pumpkins,"['Cupcakes:', 'cake flour', 'ground cinnamon', 'baking soda', 'baking powder', ' salt', 'white sugar', 'vegetable oil', '', 'grated carrots', ' can crushed pineapple, drained', 'cake flour', 'chopped walnuts', 'semisweet chocolate chips', 'Frosting:', 'butter', ' package cream cheese, softened', 'vanilla extract', confectioners' sugar, or more as needed, 'lemon juice', 'orange food coloring', ' tube black decorating gel']"
Apfelkuchen (Apple Cake),"['sifted all-purpose flour', 'warm milk', 'white sugar', ' package active dry yeast', 'butter, softened', 'vanilla extract', ' salt', 'apples - peeled, cored,  sliced', 'white sugar', 'sifted all-purpose flour', 'cied lemon peel, chopped ', 'ground cinnamon', 'ground nutmeg', ' salt', 'butter']"
Apple Bundt Cake,"['apples - peeled, cored  diced', 'white sugar', 'ground cinnamon', 'all-purpose flour', 'baking powder', ' salt', 'white sugar', 'vegetable oil', 'orange juice', 'vanilla extract', '', 'chopped walnuts', confectioners' sugar for dusting]"
Apple Butter Gooey Butter Cake,"['Cake:', 'flour', ' sugar', 'baking powder', ' salt', '', 'unsalted butter, melted', 'milk', 'vanilla extract', 'Filling:', 'cream cheese, softened', MUSSELMAN'S® Apple Butter, '', 'unsalted butter, melted', 'vanilla extract', 'powdered sugar', 'ground cinnamon', 'ground nutmeg', 'Whipped cream, for serving', 'Ground cinnamon, for serving']"
Apple Butter Spice Cake,"['Topping:', 'packed brown sugar', 'ground cinnamon', 'ground nutmeg', 'chopped pecans', 'Cake:', 'all-purpose flour', 'baking powder', 'baking soda', ' salt', 'butter, ', 'white sugar', 'apple butter', 'vanilla extract', 'whole bran cereal or wheat germ', 'sour cream', ', ']"
Apple Cake and Butter Sauce,"['white sugar', 'butter', 'apples', '', 'all-purpose flour', ' salt', 'baking soda', 'ground nutmeg', 'ground cinnamon', 'butter', 'white sugar', 'heavy whipping cream', 'vanilla extract']"
Apple Cake I,"['', 'vegetable oil', 'white sugar', 'all-purpose flour', 'ground cinnamon', 'baking soda', ' salt', 'vanilla extract', 'diced apple without peel']"
Apple Cake II,"['self-rising flour', 'butter, cut -inch chunks', 'ground cinnamon', 'ground nutmeg', 'chopped walnuts', 'chopped raisins', 'grated apple', '', 'pineapple juice', 'grated lime zest']"
Apple Cake III,"[' package yellow cake mix', '', ' can apple pie filling', 'packed brown sugar', 'all-purpose flour', 'butter', 'ground cinnamon', 'chopped walnuts']"
Apple Cake IV,"['- peeled, cored  sliced', 'all-purpose flour', ' salt', 'ground cinnamon', 'baking powder', '', 'white sugar', 'vegetable oil', 'vanilla extract', 'chopped walnuts', 'white sugar', 'ground cinnamon']"
Apple Cake V,"['all-purpose flour', 'white sugar', ' salt', 'baking soda', 'vegetable oil', 'vanilla extract', ', beaten', 'apples, peeled  chopped', 'chopped walnuts', 'packed brown sugar', 'milk', 'butter']"
Apple Cake VI,"[', sliced', 'white sugar', 'ground cinnamon', 'white sugar', 'vegetable oil', '', 'all-purpose flour', 'baking powder', 'vanilla extract', 'orange juice']"
Apple Cake VII,"['all-purpose flour', 'baking soda', ' salt', 'ground cinnamon', 'butter', 'white sugar', 'brown sugar', '', 'vanilla extract', '- peeled, cored  shredded']"
Apple Cake with Raisins,"['apples - peeled, cored,  coarsely chopped', 'white sugar', 'water', ', lightly beaten', 'margarine, melted', 'all-purpose flour', 'baking soda', 'ground cinnamon', ' salt', 'raisins', 'chopped walnuts', confectioners' sugar, 'hot water', 'vanilla extract']"
Apple Cardamom Overnight Cake,"['all-purpose flour', 'ground cardamom', 'baking powder', 'baking soda', ' salt', 'white sugar', 'butter, softened', 'brown sugar', '', 'buttermilk', 'peeled  chopped apples', 'Topping:', 'brown sugar', 'chopped pecans']"
"Apple, Carrot, Or Zucchini Cake","['peeled, cored  shredded apple', 'white sugar', '', 'chopped walnuts', 'all-purpose flour', 'ground cinnamon', 'ground nutmeg', ' salt', 'baking soda', '½ cup vegetable oil']"
Apple Chiffon Cake,"['whites', 'cream of tartar', 'white sugar', 'cake flour', 'baking powder', ' salt', 'ground cinnamon', 'packed brown sugar', 'vegetable oil', 'yolks', 'applesauce']"
Apple Cinnamon Spice Cake,"['all-purpose flour', 'baking powder', ' salt', 'white sugar', '', 'vegetable oil', 'orange juice', 'vanilla extract', 'chopped walnuts', 'apple - peeled, cored,  chopped', HERSHEY®'S Cinnamon Chips, confectioners' sugar for dusting]"
Apple Cinnamon White Cake,"['brown sugar', 'ground cinnamon', 'white sugar', 'butter, softened', '', 'vanilla extract', 'all-purpose flour', 'baking powder', 'milk', ', peeled  chopped']"
Apple Coffee Cake With Brown Sugar Sauce,"['- peeled, cored  chopped', 'all-purpose flour', 'packed brown sugar', 'butter, softened', 'chopped walnuts, toasted', 'baking soda', 'ground cinnamon', ' salt', '', 'sour cream', 'vanilla extract']"
Apple Coffee Cake,"['cooking spray', 'flour, or as needed', 'Cake:', 'butter, softened', 'brown sugar', 'egg', 'sour cream', 'vanilla yogurt', 'vanilla extract', 'all-purpose flour', 'ground cinnamon', 'baking soda', ' salt', 'diced Granny Smith apple', 'Topping:', 'brown sugar', 'all-purpose flour', 'butter', 'ground cinnamon']"
